mean_overlapping_bboxes,class_acc,loss_rpn_cls,loss_rpn_regr,loss_class_cls,loss_class_regr,curr_loss,elapsed_time,mAP
10.835,0.974,0.145,0.001,0.069,0.014,0.083,1.464,0
10.145,0.972,0.102,0.001,0.076,0.017,0.094,1.498,0
11.405,0.977,0.085,0.001,0.066,0.015,0.081,1.531,0
10.77,0.967,0.168,0.001,0.094,0.019,0.114,1.535,0
11.6,0.971,0.157,0.001,0.075,0.015,0.09,1.55,0
11.265,0.971,0.12,0.001,0.076,0.016,0.093,1.428,0
11.08,0.974,0.124,0.001,0.073,0.014,0.088,1.41,0
10.895,0.972,0.112,0.001,0.073,0.015,0.088,1.418,0
11.655,0.972,0.102,0.001,0.075,0.016,0.092,1.434,0
11.86,0.974,0.121,0.001,0.073,0.014,0.089,1.423,0
10.88,0.976,0.148,0.001,0.068,0.015,0.083,1.415,0
10.88,0.963,0.178,0.001,0.102,0.017,0.12,1.415,0
11.32,0.968,0.155,0.001,0.089,0.019,0.109,1.421,0
11.695,0.971,0.156,0.001,0.075,0.016,0.091,1.421,0
10.915,0.972,0.137,0.001,0.073,0.014,0.088,1.414,0
10.8,0.971,0.139,0.001,0.073,0.015,0.088,1.424,0
10.815,0.967,0.156,0.001,0.088,0.017,0.106,1.428,0
11.145,0.969,0.155,0.001,0.089,0.016,0.106,1.438,0
10.89,0.972,0.129,0.001,0.079,0.016,0.095,1.441,0
11.135,0.977,0.115,0.001,0.074,0.017,0.092,1.451,0
11.175,0.97,0.14,0.001,0.084,0.016,0.1,1.462,0
11.07,0.965,0.13,0.001,0.099,0.02,0.12,1.475,0
11.01,0.967,0.137,0.001,0.082,0.016,0.099,1.474,0
11.055,0.976,0.167,0.001,0.067,0.015,0.082,1.499,0
10.315,0.975,0.165,0.001,0.066,0.016,0.083,1.517,0
10.895,0.971,0.173,0.001,0.086,0.017,0.103,1.535,0
11.225,0.97,0.116,0.001,0.079,0.016,0.095,1.531,0
10.86,0.968,0.171,0.001,0.079,0.016,0.096,1.538,0
10.835,0.971,0.136,0.001,0.075,0.015,0.091,1.487,0
11.14,0.972,0.136,0.001,0.078,0.014,0.092,1.416,0
10.715,0.972,0.143,0.001,0.074,0.015,0.09,1.418,0
10.865,0.968,0.14,0.001,0.08,0.014,0.095,1.414,0
11.32,0.971,0.155,0.001,0.078,0.014,0.093,1.409,0
10.775,0.967,0.149,0.001,0.091,0.019,0.111,1.4,0
11.015,0.97,0.18,0.001,0.078,0.018,0.097,1.408,0
11.42,0.968,0.144,0.001,0.087,0.015,0.102,1.406,0
10.8,0.974,0.161,0.001,0.069,0.015,0.085,1.4,0
10.795,0.975,0.147,0.001,0.067,0.014,0.082,1.419,0
10.615,0.977,0.141,0.001,0.061,0.013,0.074,1.402,0
11.37,0.97,0.159,0.001,0.084,0.016,0.101,1.417,0
10.445,0.978,0.129,0.001,0.059,0.014,0.073,1.417,0
10.935,0.97,0.119,0.001,0.082,0.015,0.098,1.425,0
10.835,0.975,0.15,0.001,0.066,0.014,0.081,1.429,0
10.955,0.971,0.151,0.001,0.078,0.016,0.094,1.436,0
10.885,0.966,0.133,0.001,0.089,0.015,0.105,1.44,0
10.785,0.97,0.144,0.001,0.08,0.016,0.096,1.441,0
10.705,0.971,0.127,0.001,0.087,0.016,0.103,1.467,0
10.735,0.973,0.176,0.001,0.074,0.015,0.09,1.476,0
10.995,0.972,0.151,0.001,0.076,0.015,0.091,1.5,0
11.49,0.969,0.142,0.001,0.084,0.017,0.102,1.552,0
11.165,0.976,0.157,0.001,0.066,0.012,0.079,1.554,0
11.155,0.978,0.176,0.001,0.063,0.013,0.076,1.544,0
11.11,0.974,0.156,0,0.066,0.015,0.081,1.412,0
10.63,0.973,0.134,0.001,0.07,0.016,0.087,1.409,0
10.84,0.978,0.161,0.001,0.066,0.014,0.081,1.412,0
10.4,0.972,0.109,0.001,0.078,0.015,0.093,1.397,0
11.44,0.962,0.138,0.001,0.104,0.019,0.124,1.411,0
11.53,0.97,0.151,0.001,0.083,0.015,0.098,1.408,0
10.64,0.976,0.155,0.001,0.066,0.015,0.082,1.417,0
10.955,0.971,0.164,0.001,0.073,0.013,0.087,1.419,0
10.76,0.969,0.112,0.001,0.084,0.014,0.099,1.43,0
10.48,0.969,0.153,0.001,0.082,0.015,0.097,1.423,0
10.485,0.973,0.131,0.001,0.076,0.014,0.091,1.429,0
10.5,0.974,0.154,0.001,0.065,0.014,0.08,1.435,0
10.46,0.973,0.13,0.001,0.075,0.015,0.091,1.449,0
10.14,0.977,0.16,0.001,0.066,0.013,0.079,1.444,0
10.585,0.979,0.157,0.001,0.058,0.013,0.071,1.47,0
10.605,0.975,0.188,0.001,0.075,0.014,0.09,1.469,0
10.56,0.975,0.147,0.001,0.068,0.014,0.083,1.465,0
10.68,0.977,0.106,0.001,0.059,0.012,0.072,1.498,0
10.645,0.975,0.154,0.001,0.071,0.013,0.085,1.49,0
10.385,0.978,0.156,0.001,0.059,0.014,0.073,1.524,0
10.445,0.969,0.16,0.001,0.086,0.015,0.102,1.54,0
10.885,0.976,0.147,0.001,0.068,0.013,0.082,1.534,0
11.46,0.978,0.131,0,0.064,0.013,0.077,1.533,0
10.77,0.968,0.169,0.001,0.088,0.015,0.104,1.451,0
10.195,0.973,0.14,0.001,0.074,0.015,0.09,1.392,0
11.13,0.968,0.118,0.001,0.083,0.014,0.098,1.397,0
11.14,0.964,0.141,0.001,0.112,0.017,0.13,1.402,0
11.14,0.971,0.117,0.001,0.08,0.015,0.096,1.403,0
11.06,0.975,0.12,0.001,0.065,0.013,0.078,1.405,0
10.74,0.976,0.101,0,0.062,0.013,0.076,1.417,0
10.975,0.969,0.173,0.001,0.084,0.014,0.099,1.431,0
11.18,0.973,0.152,0.001,0.077,0.014,0.091,1.416,0
10.89,0.973,0.164,0.001,0.074,0.013,0.088,1.413,0
10.875,0.973,0.141,0.001,0.076,0.013,0.089,1.418,0
10.43,0.977,0.117,0.001,0.066,0.013,0.08,1.407,0
10.285,0.973,0.128,0.001,0.069,0.013,0.083,1.417,0
10.59,0.979,0.106,0.001,0.063,0.013,0.077,1.422,0
10.545,0.968,0.165,0.001,0.086,0.015,0.102,1.43,0
10.72,0.972,0.175,0.001,0.076,0.014,0.091,1.428,0
10.79,0.975,0.184,0.001,0.066,0.013,0.08,1.468,0
11.1,0.967,0.149,0.001,0.088,0.014,0.102,1.476,0
10.48,0.972,0.126,0.001,0.078,0.015,0.094,1.478,0
10.305,0.972,0.126,0.001,0.073,0.014,0.088,1.51,0
10.56,0.974,0.142,0.001,0.067,0.012,0.08,1.525,0
10.88,0.976,0.178,0.001,0.074,0.014,0.089,1.526,0
10.935,0.971,0.141,0.001,0.075,0.014,0.09,1.531,0
11.08,0.975,0.101,0.001,0.068,0.013,0.082,1.511,0
11.015,0.972,0.147,0.001,0.071,0.012,0.083,1.406,0
11.03,0.97,0.119,0,0.08,0.012,0.093,1.407,0
10.79,0.976,0.137,0.001,0.065,0.013,0.078,1.419,0
10.505,0.976,0.119,0.001,0.068,0.013,0.081,1.401,0
10.01,0.974,0.153,0.001,0.071,0.014,0.086,1.414,0
10.345,0.971,0.169,0.001,0.074,0.013,0.087,1.422,0
10.95,0.965,0.119,0.001,0.098,0.016,0.116,1.412,0
11.195,0.969,0.136,0.001,0.093,0.015,0.109,1.42,0
10.965,0.97,0.142,0.001,0.079,0.015,0.094,1.429,0
10.855,0.979,0.124,0,0.06,0.013,0.074,1.431,0
11.15,0.972,0.155,0,0.077,0.013,0.091,1.423,0
10.65,0.966,0.144,0.001,0.106,0.015,0.121,1.436,0
10.825,0.975,0.147,0,0.072,0.013,0.085,1.438,0
10.51,0.973,0.101,0.001,0.071,0.015,0.087,1.444,0
10.925,0.973,0.117,0.001,0.071,0.015,0.086,1.458,0
11.03,0.973,0.176,0.001,0.076,0.015,0.092,1.459,0
11.005,0.971,0.182,0.001,0.076,0.014,0.091,1.472,0
10.1,0.967,0.147,0.001,0.087,0.016,0.104,1.473,0
11.01,0.974,0.129,0,0.066,0.013,0.08,1.489,0
10.9,0.975,0.156,0,0.069,0.013,0.082,1.491,0
10.92,0.977,0.139,0,0.062,0.011,0.074,1.516,0
10.78,0.979,0.131,0,0.061,0.012,0.074,1.526,0
10.835,0.964,0.147,0.001,0.109,0.016,0.125,1.53,0
10.95,0.977,0.116,0.001,0.064,0.012,0.077,1.451,0
10.86,0.974,0.156,0,0.066,0.012,0.078,1.405,0
10.645,0.975,0.131,0,0.066,0.013,0.079,1.394,0
11.155,0.976,0.144,0,0.068,0.012,0.08,1.405,0
10.705,0.979,0.199,0.001,0.062,0.013,0.075,1.413,0
10.525,0.973,0.146,0,0.069,0.014,0.083,1.416,0
10.525,0.975,0.166,0,0.064,0.012,0.076,1.406,0
10.29,0.973,0.155,0.001,0.074,0.014,0.089,1.393,0
10.31,0.977,0.174,0,0.059,0.012,0.072,1.395,0
10.155,0.973,0.146,0.001,0.071,0.013,0.085,1.391,0
10.665,0.974,0.151,0,0.067,0.013,0.08,1.417,0
10.325,0.974,0.129,0.001,0.071,0.013,0.085,1.44,0
10.675,0.977,0.141,0.001,0.059,0.013,0.073,1.433,0
10.535,0.977,0.135,0,0.066,0.013,0.08,1.433,0
10.475,0.974,0.162,0.001,0.069,0.013,0.083,1.443,0
10.755,0.968,0.146,0.001,0.093,0.016,0.109,1.448,0
10.565,0.977,0.171,0.001,0.061,0.014,0.075,1.455,0
10.64,0.979,0.142,0.001,0.061,0.013,0.074,1.453,0
10.255,0.971,0.103,0,0.073,0.013,0.086,1.475,0
10.12,0.976,0.127,0,0.067,0.014,0.081,1.514,0
10.21,0.977,0.16,0.001,0.062,0.012,0.075,1.533,0
10.765,0.979,0.147,0,0.058,0.012,0.071,1.555,0
10.845,0.975,0.121,0.001,0.065,0.013,0.079,1.561,0
9.98,0.976,0.146,0.001,0.062,0.014,0.076,1.495,0
10.58,0.977,0.168,0,0.063,0.012,0.076,1.408,0
10.5,0.977,0.113,0,0.063,0.011,0.074,1.408,0
10.605,0.977,0.145,0,0.058,0.013,0.071,1.42,0
10.335,0.976,0.148,0,0.065,0.012,0.078,1.426,0
10.485,0.977,0.19,0,0.061,0.012,0.074,1.43,0
10.485,0.973,0.17,0,0.071,0.013,0.085,1.408,0
10.66,0.972,0.163,0.001,0.074,0.014,0.089,1.407,0
10.97,0.979,0.149,0.001,0.06,0.013,0.074,1.433,0
10.685,0.977,0.117,0,0.062,0.013,0.075,1.44,0
10.915,0.976,0.146,0,0.067,0.011,0.079,1.435,0
10.395,0.974,0.14,0,0.078,0.014,0.092,1.43,0
10.7,0.978,0.161,0.001,0.067,0.013,0.08,1.437,0
10.29,0.976,0.113,0.001,0.068,0.013,0.081,1.448,0
10.02,0.974,0.141,0,0.067,0.013,0.08,1.462,0
10.715,0.979,0.133,0.001,0.06,0.013,0.074,1.449,0
9.84,0.978,0.108,0,0.06,0.012,0.072,1.46,0
10.89,0.968,0.11,0.001,0.087,0.014,0.101,1.446,0
10.58,0.976,0.135,0.001,0.071,0.014,0.085,1.457,0
11.215,0.967,0.132,0.001,0.088,0.015,0.103,1.491,0
10.245,0.976,0.169,0.001,0.069,0.012,0.082,1.501,0
10.61,0.977,0.194,0,0.06,0.012,0.072,1.536,0
10.69,0.975,0.098,0,0.065,0.012,0.078,1.583,0
10.265,0.975,0.175,0.001,0.075,0.014,0.089,1.548,0
10.865,0.969,0.165,0.001,0.094,0.015,0.109,1.409,0
10.4,0.974,0.153,0.001,0.065,0.013,0.079,1.401,0
10.965,0.973,0.14,0.001,0.073,0.012,0.086,1.418,0
10.22,0.975,0.182,0,0.067,0.012,0.079,1.411,0
9.89,0.978,0.131,0,0.059,0.012,0.071,1.402,0
10.33,0.974,0.177,0,0.068,0.013,0.081,1.437,0
10.22,0.975,0.172,0,0.066,0.013,0.079,1.432,0
10.66,0.979,0.146,0,0.059,0.013,0.072,1.413,0
10.62,0.975,0.164,0,0.067,0.012,0.08,1.416,0
10.41,0.976,0.145,0,0.061,0.012,0.073,1.414,0
10.32,0.974,0.135,0,0.068,0.013,0.082,1.426,0
10.115,0.965,0.139,0.001,0.089,0.015,0.105,1.426,0
10.08,0.974,0.119,0,0.07,0.012,0.083,1.435,0
10.745,0.979,0.173,0,0.057,0.012,0.07,1.436,0
10.445,0.975,0.13,0,0.071,0.011,0.082,1.448,0
10.275,0.979,0.139,0,0.057,0.011,0.068,1.462,0
10.54,0.972,0.144,0.001,0.072,0.013,0.086,1.479,0
10.545,0.978,0.13,0.001,0.058,0.012,0.07,1.487,0
10.91,0.977,0.167,0,0.058,0.013,0.072,1.496,0
10.47,0.975,0.127,0,0.065,0.012,0.077,1.527,0
10.575,0.977,0.139,0,0.065,0.013,0.079,1.532,0
10.465,0.974,0.158,0,0.067,0.013,0.081,1.55,0
10.66,0.975,0.142,0,0.065,0.014,0.079,1.541,0
10.84,0.972,0.139,0,0.072,0.012,0.084,1.473,0
10.585,0.98,0.152,0,0.06,0.012,0.072,1.412,0
10.535,0.975,0.121,0,0.067,0.012,0.079,1.405,0
9.835,0.98,0.156,0,0.059,0.012,0.071,1.419,0
10.4,0.975,0.095,0,0.067,0.012,0.079,1.429,0
10.79,0.968,0.138,0.001,0.105,0.014,0.12,1.426,0
10.87,0.972,0.142,0,0.08,0.012,0.093,1.415,0
10.675,0.979,0.188,0,0.057,0.011,0.068,1.415,0
9.915,0.976,0.152,0,0.062,0.012,0.075,1.417,0
9.85,0.976,0.127,0,0.062,0.011,0.074,1.418,0
10.515,0.975,0.157,0.001,0.078,0.014,0.092,1.408,0
10.335,0.977,0.137,0,0.064,0.011,0.076,1.413,0
10.385,0.976,0.152,0.001,0.067,0.013,0.081,1.418,0
10.48,0.977,0.147,0.001,0.061,0.013,0.075,1.426,0
10.125,0.978,0.155,0,0.064,0.011,0.075,1.417,0
10.6,0.977,0.175,0,0.065,0.013,0.078,1.428,0
10.51,0.975,0.141,0,0.07,0.013,0.083,1.437,0
10.38,0.974,0.148,0,0.075,0.011,0.087,1.439,0
10.13,0.976,0.106,0,0.067,0.013,0.08,1.457,0
9.46,0.972,0.165,0.001,0.077,0.014,0.091,1.475,0
10.305,0.973,0.157,0.001,0.072,0.015,0.087,1.495,0
10.125,0.976,0.121,0.001,0.063,0.012,0.075,1.524,0
10.54,0.975,0.161,0,0.067,0.012,0.08,1.531,0
10.705,0.975,0.169,0,0.065,0.011,0.076,1.542,0
10.47,0.976,0.112,0,0.06,0.012,0.073,1.417,0
10.36,0.977,0.174,0,0.063,0.011,0.075,1.406,0
10.48,0.981,0.113,0,0.052,0.01,0.063,1.402,0
10.435,0.978,0.141,0.001,0.065,0.013,0.078,1.412,0
10.915,0.978,0.159,0,0.059,0.013,0.073,1.405,0
10.705,0.978,0.143,0,0.061,0.011,0.073,1.413,0
10.755,0.977,0.093,0,0.061,0.011,0.073,1.407,0
10.575,0.978,0.136,0,0.058,0.012,0.071,1.418,0
10.39,0.976,0.122,0,0.065,0.013,0.079,1.424,0
11,0.979,0.159,0,0.059,0.011,0.071,1.424,0
10.735,0.971,0.163,0,0.078,0.013,0.091,1.436,0
10.215,0.972,0.16,0.001,0.07,0.013,0.084,1.433,0
10.445,0.98,0.163,0,0.053,0.012,0.065,1.43,0
10.37,0.978,0.184,0,0.059,0.011,0.071,1.436,0
10.225,0.978,0.146,0,0.061,0.011,0.073,1.448,0
9.975,0.979,0.139,0,0.058,0.012,0.071,1.462,0
10.145,0.972,0.113,0.001,0.074,0.015,0.09,1.476,0
10.25,0.976,0.144,0,0.066,0.013,0.08,1.49,0
9.58,0.974,0.164,0,0.067,0.012,0.079,1.501,0
10.12,0.976,0.154,0,0.073,0.013,0.086,1.525,0
10.565,0.98,0.124,0,0.058,0.011,0.069,1.546,0
9.535,0.976,0.143,0.001,0.066,0.012,0.078,1.543,0
9.855,0.977,0.163,0.001,0.059,0.012,0.071,1.53,0
10.665,0.98,0.121,0,0.056,0.012,0.068,1.443,0
10.425,0.976,0.123,0,0.06,0.012,0.073,1.41,0
10.865,0.979,0.16,0,0.06,0.011,0.071,1.41,0
10.155,0.973,0.1,0,0.07,0.012,0.082,1.404,0
10.42,0.978,0.158,0,0.06,0.012,0.073,1.398,0
10.195,0.975,0.155,0,0.065,0.011,0.076,1.399,0
10.51,0.976,0.142,0,0.06,0.01,0.071,1.396,0
10.655,0.981,0.144,0,0.051,0.01,0.062,1.415,0
10.23,0.973,0.179,0,0.072,0.012,0.085,1.427,0
10.24,0.978,0.153,0,0.057,0.011,0.068,1.424,0
10.575,0.979,0.143,0,0.06,0.012,0.073,1.412,0
10.26,0.978,0.151,0,0.061,0.012,0.073,1.405,0
10.535,0.979,0.156,0,0.064,0.012,0.076,1.419,0
10.39,0.972,0.167,0,0.074,0.011,0.085,1.421,0
10.285,0.974,0.139,0,0.069,0.012,0.081,1.427,0
10.35,0.973,0.151,0,0.072,0.012,0.085,1.428,0
10.445,0.979,0.13,0,0.057,0.011,0.068,1.442,0
10.195,0.975,0.117,0,0.063,0.011,0.075,1.444,0
10.425,0.975,0.165,0,0.063,0.012,0.075,1.53,0
10.39,0.976,0.127,0,0.062,0.012,0.075,1.538,0
10.36,0.974,0.123,0,0.069,0.012,0.082,1.536,0
10.94,0.972,0.123,0,0.082,0.012,0.094,1.53,0
11.115,0.968,0.124,0,0.09,0.014,0.105,1.534,0
10.61,0.971,0.151,0,0.078,0.011,0.09,1.508,0
10.635,0.977,0.135,0,0.06,0.01,0.07,1.421,0
9.98,0.979,0.119,0,0.056,0.009,0.066,1.412,0
10.435,0.979,0.117,0,0.057,0.01,0.068,1.419,0
10.695,0.981,0.154,0,0.05,0.009,0.06,1.413,0
10.26,0.979,0.101,0,0.057,0.01,0.067,1.424,0
9.71,0.978,0.125,0,0.061,0.011,0.072,1.419,0
10.275,0.979,0.144,0,0.057,0.01,0.067,1.417,0
9.65,0.975,0.12,0,0.063,0.011,0.075,1.428,0
10.135,0.979,0.153,0,0.056,0.011,0.068,1.438,0
9.905,0.975,0.116,0,0.061,0.011,0.073,1.449,0
10.42,0.975,0.134,0,0.066,0.012,0.078,1.442,0
10.37,0.977,0.15,0,0.067,0.012,0.079,1.432,0
10.775,0.972,0.129,0,0.064,0.012,0.076,1.441,0
10.855,0.979,0.106,0,0.061,0.011,0.073,1.45,0
10.39,0.981,0.15,0,0.052,0.011,0.063,1.465,0
10.915,0.975,0.157,0,0.068,0.012,0.081,1.489,0
10.635,0.974,0.163,0,0.071,0.013,0.084,1.503,0
10.315,0.973,0.138,0,0.068,0.012,0.081,1.493,0
10.725,0.975,0.139,0.001,0.069,0.012,0.082,1.493,0
10.225,0.977,0.204,0,0.06,0.013,0.073,1.503,0
10.42,0.979,0.112,0.001,0.057,0.011,0.069,1.544,0
10.29,0.977,0.174,0,0.061,0.011,0.072,1.549,0
10.595,0.98,0.176,0,0.057,0.01,0.068,1.559,0
10.765,0.98,0.168,0,0.055,0.011,0.066,1.428,0
10.67,0.981,0.134,0,0.05,0.011,0.061,1.397,0
10.455,0.972,0.143,0,0.07,0.012,0.083,1.406,0
10.375,0.975,0.128,0,0.066,0.011,0.077,1.398,0
10.58,0.98,0.132,0,0.056,0.011,0.068,1.405,0
10.3,0.975,0.15,0,0.065,0.011,0.077,1.401,0
10.235,0.979,0.149,0,0.059,0.011,0.07,1.412,0
10.47,0.976,0.175,0,0.062,0.01,0.072,1.417,0
9.925,0.978,0.127,0,0.058,0.011,0.07,1.426,0
10.075,0.981,0.142,0,0.05,0.01,0.061,1.426,0
10.3,0.979,0.157,0,0.059,0.011,0.07,1.431,0
9.79,0.977,0.123,0,0.061,0.012,0.073,1.424,0
9.74,0.979,0.134,0,0.051,0.009,0.06,1.446,0
9.875,0.978,0.149,0,0.055,0.01,0.066,1.439,0
10.345,0.972,0.123,0,0.083,0.011,0.094,1.451,0
10.08,0.976,0.133,0,0.062,0.012,0.075,1.457,0
10.135,0.981,0.182,0,0.056,0.012,0.068,1.465,0
9.52,0.975,0.091,0,0.063,0.011,0.074,1.474,0
9.865,0.982,0.16,0,0.046,0.01,0.057,1.493,0
10.26,0.98,0.128,0,0.053,0.011,0.064,1.534,0
10.205,0.978,0.145,0,0.057,0.01,0.067,1.544,0
9.765,0.979,0.123,0,0.057,0.011,0.068,1.532,0
10.215,0.981,0.164,0,0.052,0.011,0.063,1.548,0
10.16,0.969,0.163,0,0.085,0.012,0.098,1.529,0
10.315,0.979,0.099,0,0.057,0.01,0.068,1.436,0
9.925,0.979,0.163,0,0.058,0.01,0.068,1.43,0
9.83,0.981,0.133,0,0.055,0.01,0.065,1.441,0
10.025,0.975,0.113,0,0.064,0.012,0.077,1.422,0
10.03,0.976,0.142,0,0.065,0.011,0.077,1.435,0
10.165,0.975,0.15,0,0.063,0.01,0.074,1.433,0
10.515,0.978,0.109,0,0.056,0.01,0.067,1.436,0
10.295,0.98,0.112,0,0.056,0.011,0.067,1.425,0
10.29,0.979,0.126,0,0.056,0.011,0.067,1.434,0
9.85,0.979,0.143,0,0.057,0.011,0.068,1.441,0
9.585,0.977,0.134,0,0.058,0.01,0.068,1.442,0
10.165,0.98,0.13,0,0.058,0.01,0.068,1.453,0
10.14,0.973,0.165,0,0.069,0.011,0.081,1.449,0
10.17,0.98,0.14,0,0.051,0.011,0.062,1.467,0
10.525,0.978,0.14,0,0.062,0.01,0.073,1.467,0
10.255,0.98,0.145,0,0.054,0.01,0.064,1.464,0
10.12,0.98,0.13,0,0.056,0.011,0.068,1.462,0
10.135,0.979,0.131,0,0.058,0.011,0.07,1.48,0
9.965,0.978,0.095,0,0.062,0.011,0.073,1.489,0
10.13,0.979,0.15,0,0.053,0.01,0.063,1.531,0
10.445,0.974,0.157,0,0.075,0.012,0.087,1.543,0
10.01,0.982,0.208,0,0.05,0.012,0.062,1.544,0
10.525,0.975,0.174,0,0.067,0.011,0.078,1.542,0
10.505,0.979,0.145,0,0.053,0.01,0.063,1.407,0
9.92,0.98,0.13,0,0.055,0.01,0.066,1.404,0
10.315,0.979,0.124,0,0.056,0.01,0.067,1.399,0
10.215,0.979,0.135,0,0.06,0.012,0.072,1.406,0
9.905,0.982,0.143,0,0.05,0.011,0.061,1.406,0
10.28,0.982,0.138,0,0.047,0.01,0.058,1.415,0
10.56,0.977,0.147,0,0.06,0.01,0.07,1.432,0
9.825,0.981,0.124,0,0.054,0.009,0.063,1.419,0
9.895,0.981,0.15,0,0.051,0.009,0.061,1.411,0
9.98,0.982,0.127,0,0.048,0.009,0.058,1.419,0
10.245,0.979,0.098,0,0.053,0.009,0.063,1.426,0
10.3,0.979,0.094,0,0.055,0.011,0.067,1.439,0
10.63,0.98,0.168,0,0.055,0.01,0.066,1.439,0
11.085,0.974,0.109,0,0.066,0.01,0.076,1.445,0
10.06,0.981,0.168,0,0.055,0.011,0.066,1.449,0
10.79,0.975,0.169,0,0.073,0.012,0.086,1.464,0
10.695,0.977,0.144,0,0.061,0.011,0.073,1.483,0
10.135,0.979,0.163,0,0.058,0.009,0.068,1.489,0
10.68,0.978,0.142,0,0.054,0.011,0.065,1.501,0
10.34,0.977,0.14,0,0.063,0.011,0.075,1.534,0
10.375,0.972,0.164,0,0.076,0.011,0.087,1.541,0
10.195,0.973,0.122,0,0.075,0.011,0.086,1.553,0
10.49,0.969,0.157,0.001,0.085,0.013,0.099,1.548,0
10.76,0.976,0.145,0,0.061,0.011,0.072,1.485,0
10.53,0.981,0.135,0,0.053,0.01,0.064,1.431,0
10.555,0.979,0.123,0,0.057,0.01,0.067,1.416,0
10.435,0.978,0.148,0,0.06,0.009,0.069,1.415,0
10.22,0.981,0.139,0,0.051,0.01,0.062,1.422,0
10.225,0.978,0.154,0,0.055,0.01,0.066,1.414,0
10.045,0.982,0.112,0,0.051,0.01,0.061,1.418,0
10.2,0.977,0.107,0,0.057,0.011,0.068,1.424,0
10.08,0.978,0.146,0,0.06,0.012,0.072,1.415,0
9.325,0.978,0.14,0,0.063,0.011,0.074,1.427,0
10.205,0.981,0.135,0,0.052,0.011,0.064,1.433,0
10.28,0.979,0.149,0,0.057,0.01,0.067,1.431,0
10.39,0.981,0.128,0,0.052,0.01,0.063,1.442,0
10.245,0.979,0.142,0,0.059,0.011,0.069,1.439,0
9.81,0.98,0.129,0,0.051,0.01,0.061,1.436,0
9.885,0.98,0.127,0,0.056,0.01,0.066,1.437,0
9.96,0.982,0.152,0,0.05,0.01,0.06,1.436,0
10.185,0.976,0.105,0,0.059,0.011,0.071,1.451,0
10.24,0.977,0.141,0,0.058,0.01,0.068,1.459,0
10.48,0.976,0.128,0,0.066,0.01,0.077,1.477,0
10.305,0.98,0.133,0,0.057,0.01,0.068,1.507,0
10.195,0.965,0.119,0,0.106,0.013,0.12,1.542,0
10.2,0.979,0.128,0,0.061,0.011,0.073,1.544,0
10.135,0.982,0.148,0,0.051,0.009,0.061,1.518,0
10.14,0.981,0.165,0,0.049,0.009,0.059,1.419,0
9.825,0.978,0.173,0,0.058,0.009,0.068,1.428,0
10.15,0.981,0.165,0,0.05,0.009,0.059,1.432,0
10,0.969,0.157,0,0.083,0.013,0.097,1.419,0
10.01,0.968,0.112,0,0.079,0.012,0.091,1.405,0
10.345,0.966,0.139,0,0.1,0.012,0.112,1.411,0
10.265,0.979,0.123,0,0.056,0.011,0.067,1.422,0
10.2,0.982,0.152,0,0.057,0.01,0.067,1.443,0
9.67,0.979,0.094,0,0.054,0.009,0.064,1.434,0
9.895,0.982,0.135,0,0.049,0.01,0.059,1.418,0
10.375,0.98,0.125,0,0.054,0.009,0.064,1.426,0
9.945,0.983,0.15,0,0.049,0.01,0.059,1.438,0
10.055,0.981,0.128,0,0.051,0.009,0.06,1.448,0
10.11,0.981,0.157,0,0.056,0.01,0.067,1.451,0
